1628183115251	0.5
1628183115272	0.5
1628183115272	0.666667
1628183115272	0.5
1628183115272	0.6
1628183115272	0.666667
1628183115272	0.714286
1628183115272	0.75
1628183115272	0.777778
1628183115272	0.8
1628183115272	0.9
1628183115272	1
1628183115272	1
1628183115272	1
1628183115272	1
1628183115272	1
1628183115272	1
1628183115272	1
1628183115272	1
1628183115272	1
1628183115272	1
1628183115272	1
1628183115272	1
1628183115272	1
1628183115272	1
1628183115272	1
1628183115272	1
1628183115272	1
1628183115272	1
1628183115272	1
1628183115272	1
1628183115272	1
1628183115272	1
1628183115272	1
1628183115272	1
1628183115272	1
1628183115272	1
1628183115272	1
1628183115272	1
1628183115273	1
1628183115273	1
1628183115273	1
1628183115273	1
1628183115273	1
1628183115273	1
1628183115273	1
1628183115273	1
1628183115273	1
1628183115273	1
1628183115273	1
1628183115273	1
1628183115273	1
1628183115273	1
1628183115273	1
1628183115273	1
1628183115273	1
1628183115273	1
1628183115273	1
1628183115273	1
1628183115274	1
1628183115274	1
1628183115274	1
1628183115274	1
1628183115274	1
1628183115274	1
1628183115275	1
1628183115275	1
1628183115275	1
1628183115275	1
1628183115275	1
1628183115276	1
1628183115276	1
1628183115276	1
1628183115276	1
1628183115276	1
1628183115276	1
1628183115276	1
1628183115276	1
1628183115277	1
1628183115277	1
1628183115277	1
1628183115277	1
1628183115277	1
1628183115278	1
1628183115278	1
1628183115278	1
1628183115278	1
1628183115278	1
1628183115278	1
1628183115279	1
1628183115279	1
1628183115279	1
1628183115279	1
1628183115279	1
1628183115279	1
1628183115280	1
1628183115280	1
1628183115280	1
1628183115280	1
1628183115280	1
1628183115280	1
1628183115281	1
1628183115281	1
1628183115281	1
1628183115281	1
1628183115281	1
1628183115281	1
1628183115281	1
1628183115282	1
1628183115282	1
1628183115282	1
1628183115282	1
1628183115282	1
1628183115282	1
1628183115283	1
1628183115283	1
1628183115283	1
1628183115283	1
1628183115283	1
1628183115284	1
1628183115284	1
1628183115284	1
1628183115284	1
1628183115284	1
1628183115284	1
1628183115285	1
1628183115285	1
1628183115285	1
1628183115285	1
1628183115285	1
1628183115286	1
1628183115286	1
1628183115286	1
1628183115286	1
1628183115286	1
1628183115287	1
1628183115287	1
1628183115287	1
1628183115287	1
1628183115287	1
1628183115287	1
1628183115288	1
1628183115288	1
1628183115288	1
1628183115288	1
1628183115288	1
1628183115288	1
1628183115288	1
1628183115289	1
1628183115289	1
1628183115289	1
1628183115289	1
1628183115289	1
1628183115289	1
1628183115290	1
1628183115290	1
1628183115290	1
1628183115290	1
1628183115290	1
1628183115290	1
1628183115291	1
1628183115291	1
1628183115291	1
1628183115291	1
1628183115291	1
1628183115291	1
1628183115292	1
1628183115292	1
1628183115292	1
1628183115292	1
1628183115292	1
1628183115292	1
1628183115292	1
1628183115293	1
1628183115293	1
1628183115293	1
1628183115293	1
1628183115293	1
1628183115293	1
1628183115294	1
1628183115294	1
1628183115294	1
1628183115294	1
1628183115294	1
1628183115295	1
1628183115295	1
1628183115295	1
1628183115295	1
1628183115295	1
1628183115295	1
1628183115296	1
1628183115296	1
1628183115296	1
1628183115296	1
1628183115296	1
1628183115296	1
1628183115298	1
1628183115298	1
1628183115298	1
1628183115298	1
1628183115298	1
1628183115298	1
1628183115298	1
1628183115298	1
1628183115298	1
1628183115298	1
1628183115298	1
1628183115298	1
1628183115299	1
1628183115300	1
1628183115300	1
1628183115300	1
1628183115300	1
1628183115302	1
1628183115302	1
1628183115302	1
1628183115302	1
1628183115302	1
1628183115302	1
1628183115302	1
1628183115302	1
1628183115302	1
1628183115302	1
1628183115302	1
1628183115302	1
1628183115303	1
1628183115303	1
1628183115303	1
1628183115303	1
1628183115303	1
1628183115303	1
1628183115303	1
1628183115303	1
1628183115303	1
1628183115303	1
1628183115303	1
1628183115305	1
1628183115305	1
1628183115305	1
1628183115305	1
1628183115305	1
1628183115305	1
1628183115307	1
1628183115307	1
1628183115307	1
1628183115307	1
1628183115307	1
1628183115307	1
1628183115307	1
1628183115307	1
1628183115307	1
1628183115307	1
1628183115307	1
1628183115307	1
1628183115307	1
1628183115309	1
1628183115309	1
1628183115309	1
1628183115309	1
1628183115309	1
1628183115309	1
1628183115309	1
1628183115309	1
1628183115309	1
1628183115309	1
1628183115309	1
1628183115309	1
1628183115309	1
1628183115311	1
1628183115311	1
1628183115311	1
1628183115311	1
1628183115311	1
1628183115311	1
1628183115311	1
1628183115311	1
1628183115311	1
1628183115311	1
